Country,observedPropertyDeterminandLabel,phenomenonTimeReferenceYear,resultMeanValue
Spain,Nitrite,2007,0.017
Spain,Nitrite,2008,0.022
Spain,Nitrite,2008,0.005
Spain,Ammonium,2012,0.1
Spain,Ammonium,2009,0.038
Belgium,Nitrate,2000,37.2
Belgium,Nitrate,2010,13.25
Spain,Nitrate,2003,9.4
Spain,Nitrate,2007,1.317
Spain,Ammonium,2007,0.023
Spain,Ammonium,2006,0.023
Spain,Ammonium,2010,0.025
Sweden,Nitrate,2002,0.1
Spain,Nitrate,2007,22.367
Spain,Nitrate,2003,39.433
Spain,Nitrate,2008,86.6
Montenegro,Nitrate,2006,1.85
Belgium,Nitrate,2004,31.067
Spain,Nitrate,2007,11.988
Spain,Nitrate,2009,0.25
Sweden,Nitrate,2005,0.19
Spain,Nitrate,2007,4.544
Spain,Nitrate,2009,7.315
Spain,Nitrate,2012,32.0
Spain,Nitrate,2003,49.325
Spain,Nitrate,2006,4.0
Spain,Nitrate,2007,1.3
Finland,Ammonium,2008,0.0082
Belgium,Ammonium,2000,0.01
Spain,Ammonium,2006,0.032
Belgium,Ammonium,2007,0.044
Spain,Ammonium,2012,0.025
Spain,Ammonium,2007,0.023
Spain,Ammonium,2011,0.005
Finland,Ammonium,2003,0.0013
Spain,Ammonium,2012,0.11111
Spain,Ammonium,2007,0.027
Spain,Nitrate,2009,24.3
Finland,Nitrate,2003,0.53
Finland,Nitrate,2011,0.66
Estonia,Nitrate,2014,23.1853333333
Belgium,Nitrate,2013,41.0
Belgium,Nitrate,2014,39.0
Belgium,Nitrate,2013,10.0
Belgium,Nitrate,2001,18.003
Spain,Nitrite,2009,0.005
Belgium,Nitrite,2011,0.01
Belgium,Nitrite,2010,0.007
Belgium,Nitrite,2012,0.013
Belgium,Nitrite,2017,0.03
Spain,Nitrate,2006,12.0
Spain,Nitrate,2010,21.1025
Spain,Nitrate,2011,51.0
Spain,Nitrate,2011,89.9
Belgium,Nitrate,2006,25.8088
Spain,Nitrate,2008,4.91
Hungary,Nitrate,2006,0.6742
Belgium,Nitrate,2008,7.173
Finland,Nitrate,2003,0.24
Spain,Nitrate,2011,53.0
Spain,Nitrate,2008,152.42
Malta,Nitrate,2013,72.84
Spain,Nitrite,2008,0.005
Finland,Nitrite,2010,0.0033
Estonia,Nitrite,2014,0.004
Estonia,Nitrite,2014,0.004
Estonia,Nitrite,2014,0.004
Estonia,Nitrite,2014,0.004
Finland,Nitrate,2001,0.651
Belgium,Nitrate,2013,33.8
Belgium,Nitrate,2014,4.0
Belgium,Nitrate,2013,24.2
Spain,Nitrate,2007,143.375
Spain,Nitrate,2009,10.0
Spain,Nitrate,2009,2.3
Finland,Nitrate,2011,0.02
Belgium,Nitrate,2001,34.577
Spain,Nitrite,2006,0.005
Romania,Dissolved oxygen,2007,2.448
Romania,Dissolved oxygen,2008,1.665
Finland,Nitrite,2009,0.0049
Spain,Nitrate,2009,24.5
Spain,Nitrate,2003,36.9
Montenegro,Nitrate,2006,0.7
Spain,Nitrate,2009,6.65
Spain,Nitrate,2012,15.60423
Finland,Dissolved oxygen,2007,10.8
Spain,Nitrite,2007,0.018
Spain,Dissolved oxygen,2007,2.85
Romania,Nitrate,2014,15.639
Belgium,Nitrate,2013,32.41
Belgium,Nitrate,2013,37.27
Romania,Nitrate,2014,3.323
Romania,Nitrate,2006,17.33
Spain,Ammonium,2009,0.044
Spain,Ammonium,2008,0.013
Spain,Ammonium,2007,0.103
Spain,Ammonium,2009,0.079
Spain,Nitrite,2003,0.008
Spain,Nitrite,2007,0.01
Finland,Nitrite,2012,0.0033
Belgium,Nitrite,2007,0.005
Spain,Nitrate,2012,0.5
Finland,Nitrate,2000,0.815
Montenegro,Nitrate,2007,6.69
Spain,Nitrate,2007,0.024
Finland,Nitrate,2007,0.24
Belgium,Nitrate,2013,46.92
Belgium,Nitrate,2013,56.01
Belgium,Nitrate,2013,2.48
Spain,Ammonium,2006,0.116
Spain,Ammonium,2006,0.025
Spain,Ammonium,2007,0.013
Estonia,Ammonium,2014,0.210625
Spain,Ammonium,2007,0.31
Belgium,Nitrate,2013,66.84
Belgium,Nitrate,2014,61.8
Belgium,Nitrate,2014,26.1
Spain,Nitrate,2007,4.5
Romania,Nitrate,2007,13.883
Romania,Nitrate,2009,22.759
Belgium,Nitrate,2013,49.89
Belgium,Nitrate,2013,61.71
Belgium,Nitrate,2013,32.77
Belgium,Nitrate,2012,25.27
Spain,Nitrate,2010,10.0
Belgium,Nitrate,2006,41.7336
Belgium,Nitrite,2013,0.21
Spain,Nitrite,2003,0.012
Finland,Dissolved oxygen,2011,7.5
Romania,Nitrate,2014,40.017
Belgium,Nitrate,2013,63.7
Belgium,Nitrate,2013,6.84
Romania,Nitrate,2011,16.963
Finland,Nitrate,2006,0.1
Spain,Nitrite,2004,0.005
Spain,Nitrite,2011,0.023
Spain,Nitrite,2009,0.01
Spain,Nitrite,2010,0.005
Spain,Nitrate,2009,3.0
Romania,Nitrate,2008,1.529
Belgium,Ammonium,2002,0.038
Finland,Ammonium,2001,0.0059
Hungary,Ammonium,2006,0.827
Spain,Ammonium,2011,0.02
Spain,Ammonium,2005,0.023
Montenegro,Ammonium,2007,0.18
Romania,Nitrate,2010,27.576
Belgium,Nitrate,2000,24.678
Spain,Nitrate,2006,27.0
Spain,Nitrate,2009,0.032
Spain,Nitrate,2007,18.0
Belgium,Ammonium,2009,0.0215
Romania,Ammonium,2014,0.031
Belgium,Ammonium,2008,0.015
Belgium,Ammonium,2012,0.0333
Finland,Ammonium,2002,0.001
Belgium,Ammonium,2001,0.018
Finland,Ammonium,2002,0.0064
Romania,Ammonium,2011,2.56
Finland,Ammonium,2004,0.0013
Spain,Ammonium,2004,0.842
Belgium,Ammonium,2017,0.31
Belgium,Ammonium,2017,0.36
Belgium,Ammonium,2017,13.98
Spain,Ammonium,2011,0.005
Belgium,Ammonium,2012,0.0358
Belgium,Ammonium,2011,0.02
Spain,Ammonium,2007,0.023
Spain,Ammonium,2006,0.129
Romania,Ammonium,2014,0.32
Spain,Nitrite,2003,0.008
Spain,Nitrite,2008,0.025
Spain,Nitrite,2011,0.025
Spain,Dissolved oxygen,2011,11.0
Estonia,Dissolved oxygen,2014,6.0305084746
Spain,Ammonium,2004,0.065
Spain,Ammonium,2010,0.0515
Finland,Ammonium,2006,0.0013
Spain,Ammonium,2006,0.032
Spain,Ammonium,2008,0.013
Spain,Ammonium,2010,0.01
Belgium,Ammonium,2017,0.3
Spain,Ammonium,2007,0.023
Spain,Ammonium,2008,0.028
Spain,Nitrate,2011,12.0
Spain,Nitrate,2008,9.627
Belgium,Nitrate,2011,25.48
Spain,Nitrate,2007,47.1
Spain,Ammonium,2009,0.05
Spain,Ammonium,2009,0.02
Belgium,Ammonium,2017,1.03
Malta,Ammonium,2011,55.46
Spain,Ammonium,2008,0.265
Spain,Nitrite,2010,0.0054
Spain,Nitrite,2012,0.255
Spain,Nitrite,2007,0.005
Finland,Nitrate,2007,0.1
Spain,Nitrate,2009,7.514
Latvia,Nitrate,2000,0.16
Belgium,Nitrite,2009,0.0623
Spain,Dissolved oxygen,2008,7.917
Spain,Nitrite,2011,0.023
Spain,Dissolved oxygen,2008,5.04
Belgium,Dissolved oxygen,2017,3.33
Belgium,Ammonium,2017,0.5
Belgium,Ammonium,2017,0.26
Belgium,Ammonium,2017,0.47
Spain,Ammonium,2009,0.05
Belgium,Ammonium,2004,0.013
Hungary,Ammonium,2007,1.0932
Belgium,Ammonium,2017,1.27
Belgium,Ammonium,2017,0.8
Belgium,Ammonium,2017,0.25
Belgium,Ammonium,2009,0.0175
Belgium,Ammonium,2011,0.02
Belgium,Ammonium,2010,0.05
Latvia,Nitrate,2001,0.1
Netherlands,Nitrate,2006,28.56
Belgium,Nitrate,2013,3.45
Belgium,Nitrate,2013,20.41
Romania,Nitrate,2014,0.65
Belgium,Nitrate,2011,13.6
Spain,Ammonium,2006,0.023
Romania,Ammonium,2014,0.158
Netherlands,Ammonium,2001,2.19
Netherlands,Ammonium,2002,2.05
Belgium,Dissolved oxygen,2017,1.46
Belgium,Dissolved oxygen,2017,1.34
Belgium,Dissolved oxygen,2017,1.82
Spain,Nitrite,2011,0.023
Spain,Nitrite,2009,0.005
Finland,Nitrite,2009,0.0033
Spain,Nitrate,2010,55.0
Spain,Nitrate,2004,3.3
Netherlands,Ammonium,2000,0.89
Spain,Ammonium,2003,0.126
Spain,Ammonium,2006,0.244
Spain,Ammonium,2009,0.038
Finland,Ammonium,2007,0.0184
Netherlands,Ammonium,2000,2.45
Belgium,Nitrite,2006,0.0074
Spain,Nitrite,2009,0.007
Belgium,Nitrite,2010,0.008
Belgium,Nitrite,2011,0.01
Belgium,Ammonium,2006,0.0184
Spain,Ammonium,2012,1.255
Belgium,Ammonium,2017,1.1
Belgium,Ammonium,2017,1.23
Belgium,Ammonium,2017,0.69
Spain,Ammonium,2012,25.0
Spain,Ammonium,2010,0.065
Spain,Nitrate,2007,5.661
Malta,Nitrate,2004,65.45
Spain,Nitrate,2007,19.233
Spain,Nitrate,2010,34.9
Belgium,Nitrite,2013,0.098
Belgium,Nitrite,2013,0.04
Romania,Nitrite,2008,0.02
Romania,Nitrite,2010,0.016
Spain,Dissolved oxygen,2008,7.167
Spain,Nitrate,2008,5.298
Spain,Nitrate,2011,24.6667
Malta,Nitrate,2013,46.65
Belgium,Nitrate,2018,4.78036666666667
Latvia,Nitrate,2002,0.04
Belgium,Nitrite,2002,0.008
Belgium,Nitrite,2004,0.008
Spain,Dissolved oxygen,2008,0.3
Spain,Nitrite,2012,0.0015
Romania,Ammonium,2006,0.244
Romania,Ammonium,2010,0.769
Spain,Ammonium,2008,0.105
Spain,Nitrite,2006,0.005
Montenegro,Nitrite,2007,0.001
Romania,Dissolved oxygen,2006,4.95
Malta,Ammonium,2012,0.006
Finland,Ammonium,2009,0.0013
Latvia,Nitrate,2003,0.04
Netherlands,Nitrate,2005,32.45
Spain,Nitrate,2007,4.975
Spain,Ammonium,2006,0.023
Netherlands,Ammonium,2003,0.79
Romania,Ammonium,2014,3.197
Romania,Ammonium,2015,0.2103125
Spain,Ammonium,2006,0.023
Spain,Nitrite,2012,0.0027
Belgium,Dissolved oxygen,2017,3.49
Belgium,Nitrite,2013,0.045
Spain,Dissolved oxygen,2010,7.1
Spain,Nitrite,2007,0.005
Belgium,Nitrate,2006,12.5521
Belgium,Nitrate,2002,16.002
Netherlands,Nitrate,2009,13.39
Spain,Nitrate,2007,38.75
Spain,Nitrite,2009,1.2
Spain,Nitrite,2012,0.03
Romania,Nitrite,2007,0.038
Belgium,Nitrite,2013,0.256
Romania,Nitrite,2014,0.008
Romania,Dissolved oxygen,2014,5.808
Spain,Nitrate,2009,26.078
Montenegro,Nitrate,2007,76.82
Spain,Nitrate,2012,3.815
Spain,Nitrate,2012,94.94
Spain,Nitrate,2010,5.063
Spain,Ammonium,2003,0.038
Spain,Ammonium,2003,0.033
Spain,Ammonium,2008,0.04
Spain,Ammonium,2010,0.023
Romania,Ammonium,2008,0.443
Belgium,Ammonium,2000,0.024
Belgium,Ammonium,2004,0.011
Belgium,Ammonium,2007,0.0295
Romania,Dissolved oxygen,2010,1.493
Hungary,Nitrite,2006,0.0078
Spain,Nitrite,2011,0.8525
Romania,Dissolved oxygen,2014,6.952
Belgium,Nitrite,2013,0.06
Finland,Nitrate,2012,0.04
Belgium,Nitrate,2002,12.039
Spain,Ammonium,2009,0.05
Netherlands,Ammonium,2007,2.78
Netherlands,Ammonium,2009,2.49
Spain,Ammonium,2010,0.0308
Hungary,Nitrate,2007,0.3036
Netherlands,Nitrate,2003,0.66
Belgium,Nitrite,2013,0.042
Belgium,Nitrite,2013,0.033
Belgium,Dissolved oxygen,2013,1.67
Belgium,Nitrite,2010,0.005
Spain,Nitrite,2012,0.005
Spain,Dissolved oxygen,2007,7.075
Romania,Nitrite,2009,0.09
Romania,Nitrite,2011,0.013
Finland,Nitrite,2010,0.0016
Belgium,Nitrite,2013,0.03
Belgium,Nitrite,2013,0.048
Belgium,Dissolved oxygen,2013,3.53
Belgium,Dissolved oxygen,2013,3.05
Belgium,Nitrite,2006,0.0107
Belgium,Nitrite,2012,0.0126
Spain,Nitrite,2010,0.01
Spain,Nitrate,2007,31.5
Spain,Nitrate,2008,30.0
Spain,Nitrate,2010,3.3
Belgium,Nitrate,2013,27.29
Belgium,Nitrate,2013,59.51
Spain,Ammonium,2010,0.12
Spain,Ammonium,2009,0.065
Spain,Ammonium,2010,0.05
Montenegro,Dissolved oxygen,2007,6.4
Montenegro,Dissolved oxygen,2006,7.7
Spain,Nitrite,2009,0.019
Romania,Dissolved oxygen,2011,1.66
Belgium,Nitrite,2017,0.03
Belgium,Nitrate,2011,42.84
Malta,Nitrate,2011,71.8
Malta,Nitrate,2011,53.17
Spain,Nitrate,2006,105.958
Spain,Nitrate,2009,27.55
Belgium,Nitrate,2010,25.59
Belgium,Nitrate,2003,9.014
Hungary,Nitrate,2006,0.826
Romania,Nitrate,2014,2.253
Spain,Nitrate,2012,3.85
Spain,Ammonium,2010,0.023
Hungary,Ammonium,2006,0.7352
Belgium,Ammonium,2010,0.02
Romania,Ammonium,2014,2.194
Belgium,Nitrate,2013,38.31
Belgium,Nitrate,2013,11.8
Belgium,Nitrate,2008,26.57
Belgium,Nitrate,2010,42.91
Spain,Nitrate,2004,49.1
Netherlands,Nitrate,2007,19.85
Romania,Ammonium,2015,0.2219
Belgium,Ammonium,2008,0.025
Romania,Ammonium,2014,2.332
Spain,Ammonium,2009,0.023
Lithuania,Nitrite,2001,0.158
Spain,Nitrite,2008,0.035
Spain,Nitrite,2009,0.025
Spain,Dissolved oxygen,2011,5.8
Belgium,Dissolved oxygen,2017,7.0
Belgium,Dissolved oxygen,2017,1.99
Belgium,Nitrite,2008,0.007
Spain,Dissolved oxygen,2012,8.9
Belgium,Nitrite,2017,0.042
Belgium,Dissolved oxygen,2017,2.12
Belgium,Dissolved oxygen,2017,3.2
Spain,Dissolved oxygen,2009,8.08
Belgium,Nitrite,2004,0.008
Belgium,Nitrite,2013,0.048
Belgium,Nitrite,2013,0.135
Romania,Nitrite,2014,0.014
Spain,Nitrite,2010,0.025
Belgium,Nitrite,2013,0.031
Belgium,Nitrite,2011,0.01
Spain,Ammonium,2010,0.05
Hungary,Ammonium,2006,0.4309
Belgium,Nitrite,2008,0.008
Spain,Nitrite,2011,0.023
Belgium,Nitrite,2013,0.03
Belgium,Dissolved oxygen,2017,6.29
Belgium,Dissolved oxygen,2017,2.34
Netherlands,Ammonium,2008,2.57
Belgium,Ammonium,2006,0.0365
Hungary,Ammonium,2006,1.5253
Spain,Ammonium,2007,0.218
Spain,Nitrite,2007,0.06
Spain,Nitrite,2007,0.043
Spain,Nitrite,2011,0.023
Spain,Dissolved oxygen,2009,7.7
Belgium,Ammonium,2004,0.014
Belgium,Ammonium,2017,0.14
Belgium,Ammonium,2017,2.98
Belgium,Ammonium,2017,1.51
Malta,Ammonium,2013,0.013
Spain,Nitrite,2007,0.005
Belgium,Nitrite,2000,0.005
Romania,Nitrite,2006,0.038
Romania,Nitrite,2014,0.023
Belgium,Nitrite,2013,0.03
Netherlands,Ammonium,2003,2.59
Spain,Ammonium,2006,0.185
Romania,Ammonium,2015,0.0998571428571429
Slovakia,Ammonium,2000,0.1301
Malta,Ammonium,2013,0.005
Belgium,Ammonium,2002,0.01
Spain,Ammonium,2004,0.071
Romania,Nitrate,2015,13.3044
Spain,Nitrate,2010,37.5
Spain,Nitrate,2011,42.7
Malta,Nitrate,2005,69.84
Belgium,Nitrate,2013,2.15
Belgium,Nitrate,2013,28.51
Belgium,Nitrate,2013,28.89
Belgium,Nitrate,2008,43.999
Spain,Nitrate,2009,140.125
Romania,Nitrate,2014,0.21
Finland,Nitrate,2009,0.12
Belgium,Nitrate,2006,56.96
Spain,Nitrate,2011,33.0
Spain,Nitrate,2009,85.708
Spain,Nitrate,2006,1.25
Spain,Nitrate,2012,28.16667
Spain,Nitrate,2006,27.667
Malta,Nitrate,2005,39.43
Malta,Nitrate,2008,30.5
Romania,Nitrate,2015,24.81256
Belgium,Nitrate,2015,0.76
Spain,Nitrate,2009,110.75
Belgium,Nitrite,2013,0.131
Belgium,Nitrite,2013,0.177
Belgium,Nitrite,2013,0.03
Spain,Ammonium,2010,0.05
Spain,Ammonium,2007,0.239
Montenegro,Ammonium,2006,0.01
Spain,Ammonium,2009,0.41
Spain,Ammonium,2009,0.05
Finland,Nitrate,2000,0.29
Latvia,Nitrate,2005,0.19
Spain,Dissolved oxygen,2006,9.6
Spain,Dissolved oxygen,2004,8.35
Spain,Nitrite,2010,0.025
Belgium,Nitrite,2003,0.006
Netherlands,Nitrate,2000,0.66
Spain,Nitrate,2008,3.422
Netherlands,Nitrate,2008,16.98
Belgium,Nitrate,2018,45.6666666666667
Spain,Nitrate,2007,79.362
Spain,Nitrate,2011,0.5
Romania,Nitrate,2015,3.7785
Spain,Nitrate,2006,3.4
Romania,Nitrate,2014,7.735
Spain,Nitrite,2003,1.604
Spain,Nitrite,2004,6.17
Romania,Dissolved oxygen,2009,3.531
Spain,Nitrite,2007,0.002
Spain,Nitrite,2012,0.03
Spain,Nitrite,2005,0.005
Belgium,Nitrite,2013,0.171
Spain,Dissolved oxygen,2010,8.75
Spain,Nitrite,2011,0.065
Spain,Nitrite,2011,0.023
Romania,Nitrate,2015,25.4311578947368
Belgium,Nitrate,2007,27.9093
Netherlands,Nitrate,2004,1.02
Montenegro,Dissolved oxygen,2007,7.5
Belgium,Dissolved oxygen,2013,3.65
Belgium,Dissolved oxygen,2013,4.54
Belgium,Nitrite,2008,0.011
Spain,Nitrate,2011,5.0
Spain,Nitrate,2003,27.967
Spain,Nitrate,2007,5.3
Spain,Nitrate,2009,5.8
Spain,Nitrate,2010,29.25
Romania,Nitrite,2014,0.09
Romania,Dissolved oxygen,2014,3.127
Belgium,Dissolved oxygen,2017,7.57
Belgium,Dissolved oxygen,2017,2.27
Spain,Nitrite,2011,0.023
Spain,Dissolved oxygen,2009,6.0
Spain,Dissolved oxygen,2007,7.433
Spain,Nitrite,2011,0.023
Montenegro,Ammonium,2007,0.1
Romania,Ammonium,2014,0.302
Romania,Ammonium,2014,0.286
Romania,Ammonium,2015,0.126019736842105
Spain,Nitrate,2011,45.0
Romania,Nitrate,2014,20.126
Spain,Nitrate,2011,15.0
Romania,Nitrate,2015,35.245
Malta,Ammonium,2011,0.006
Spain,Ammonium,2012,0.025
Spain,Ammonium,2004,0.098
Spain,Ammonium,2005,0.95
Spain,Ammonium,2009,0.065
Belgium,Nitrite,2013,0.039
Romania,Dissolved oxygen,2014,4.56
Romania,Nitrite,2014,0.05
Romania,Dissolved oxygen,2014,4.69
Romania,Dissolved oxygen,2015,4.3825
Romania,Dissolved oxygen,2014,5.1
Romania,Nitrite,2014,0.022
Spain,Ammonium,2009,0.058
Belgium,Ammonium,2006,0.017
Spain,Ammonium,2007,0.286
Romania,Nitrite,2015,0.013125
Romania,Dissolved oxygen,2015,5.91777777777778
Romania,Nitrite,2015,0.0124285714285714
Belgium,Dissolved oxygen,2013,5.0
Montenegro,Nitrate,2007,5.11
Romania,Nitrate,2015,20.1636206896552
Romania,Nitrate,2014,0.637
Romania,Nitrate,2015,32.648375
Romania,Nitrate,2015,13.3721428571429
Spain,Nitrate,2012,67.3
Belgium,Nitrate,2005,19.47
Spain,Ammonium,2008,0.03
Spain,Ammonium,2011,0.005
Spain,Ammonium,2012,0.025
Spain,Ammonium,2004,0.017
Spain,Ammonium,2008,0.013
Spain,Ammonium,2010,0.023
Spain,Ammonium,2007,0.023
Finland,Ammonium,2007,0.0258
Spain,Ammonium,2008,0.229
Malta,Nitrate,2003,64.12
Belgium,Nitrate,2015,33.71
Belgium,Nitrate,2015,37.26
Spain,Nitrate,2009,121.862
Spain,Nitrate,2011,80.85
Spain,Nitrate,2006,9.0
Spain,Nitrate,2005,2.85
Spain,Nitrate,2007,1.3
Romania,Nitrite,2014,0.1
Spain,Dissolved oxygen,2011,5.4
Spain,Nitrite,2009,0.033
Spain,Dissolved oxygen,2006,5.3
Slovakia,Dissolved oxygen,2000,1.6286
Spain,Ammonium,2003,0.056
Spain,Ammonium,2009,0.05
Spain,Ammonium,2004,0.14
Spain,Ammonium,2006,0.08
Spain,Ammonium,2006,0.077
Montenegro,Ammonium,2007,0.2
Finland,Ammonium,2004,0.0262
Romania,Ammonium,2015,0.031
Spain,Ammonium,2004,0.024
Belgium,Nitrite,2011,0.04
Spain,Nitrite,2008,0.029
Spain,Nitrite,2011,0.023
Spain,Dissolved oxygen,2011,7.1
Spain,Nitrite,2008,0.035
Belgium,Nitrite,2013,0.038
Belgium,Nitrite,2013,0.041
Belgium,Dissolved oxygen,2013,5.32
Romania,Dissolved oxygen,2014,3.16
Spain,Dissolved oxygen,2008,7.25
Latvia,Nitrite,2000,0.01
Spain,Dissolved oxygen,2011,7.8
Spain,Dissolved oxygen,2011,2.7
Spain,Dissolved oxygen,2008,7.85
Finland,Ammonium,2001,0.023
Romania,Ammonium,2014,0.646
Romania,Ammonium,2015,0.2515
Spain,Ammonium,2010,0.065
Romania,Ammonium,2015,0.431563218390804
Malta,Ammonium,2006,0.25
Belgium,Dissolved oxygen,2017,5.62
Belgium,Dissolved oxygen,2017,2.96
Belgium,Dissolved oxygen,2017,1.21
Montenegro,Nitrite,2007,0.023
Spain,Dissolved oxygen,2011,7.7
Spain,Nitrite,2011,0.023
Spain,Nitrite,2008,0.035
Latvia,Nitrite,2003,0.005
Hungary,Nitrite,2006,0.0113
Romania,Nitrite,2014,0.085
Romania,Dissolved oxygen,2014,3.948
Spain,Nitrite,2010,0.025
Spain,Nitrite,2006,0.005
Spain,Dissolved oxygen,2012,6.92
Belgium,Dissolved oxygen,2017,5.96
Romania,Nitrite,2014,0.01
Romania,Dissolved oxygen,2014,4.999
Hungary,Nitrate,2006,2.9764
Belgium,Dissolved oxygen,2017,0.48
Spain,Dissolved oxygen,2007,7.417
Spain,Dissolved oxygen,2011,4.15
Spain,Nitrite,2010,0.005
Belgium,Nitrate,2018,35.573
Spain,Nitrate,2011,49.35
Belgium,Nitrate,2010,74.71
Spain,Nitrate,2011,57.0
Lithuania,Ammonium,2001,0.6437
Romania,Ammonium,2015,4.45114285714286
Spain,Nitrite,2009,0.025
Montenegro,Dissolved oxygen,2006,7.8
Spain,Nitrite,2012,0.016
Belgium,Nitrite,2002,0.005
Romania,Nitrite,2014,0.1
Malta,Nitrate,2003,34.23
Romania,Nitrate,2015,10.4585454545455
Malta,Nitrate,2006,73.32
Malta,Nitrate,2006,36.52
Malta,Nitrate,2007,33.58
Belgium,Nitrate,2015,24.61
Spain,Nitrate,2011,0.5
Belgium,Nitrate,2015,38.75
Spain,Nitrate,2003,118.238
Spain,Nitrate,2011,10.0
Netherlands,Ammonium,2008,0.76
Spain,Ammonium,2006,0.03
Spain,Ammonium,2011,0.02
Spain,Ammonium,2012,25.0
Belgium,Ammonium,2003,0.011
Spain,Nitrate,2007,6.0
Spain,Nitrate,2012,48.0
Spain,Nitrate,2006,8.0
Spain,Nitrate,2008,6.4
Romania,Dissolved oxygen,2014,6.388
Romania,Nitrite,2015,0.041
Romania,Dissolved oxygen,2015,5.84
Malta,Nitrite,2007,0.25
Spain,Nitrite,2011,0.023
Belgium,Ammonium,2007,0.9127
Netherlands,Ammonium,2001,0.84
Netherlands,Ammonium,2002,1.52
Romania,Dissolved oxygen,2015,8.37
Romania,Nitrite,2015,0.01
Romania,Nitrite,2015,0.0972931034482759
Malta,Nitrite,2008,0.25
Romania,Nitrite,2015,0.0429078947368421
Spain,Nitrate,2011,17.0
Romania,Nitrate,2015,12.53075
Montenegro,Nitrate,2006,2.63
Belgium,Nitrate,2015,30.76
Romania,Dissolved oxygen,2015,5.24428571428571
Spain,Nitrite,2009,0.01
Spain,Dissolved oxygen,2008,7.067
Spain,Nitrite,2006,0.005
Romania,Nitrite,2015,0.0308
Romania,Dissolved oxygen,2015,6.34440909090909
Hungary,Ammonium,2004,0.6011
Hungary,Ammonium,2005,0.3742
Belgium,Ammonium,2017,0.21
Belgium,Ammonium,2017,16.05
Malta,Ammonium,2012,0.012
Belgium,Nitrate,2015,50.45
Belgium,Nitrate,2003,11.235
Spain,Nitrate,2008,134.975
Spain,Nitrate,2010,87.8
Spain,Dissolved oxygen,2003,5.683
Spain,Nitrite,2003,0.677
Belgium,Nitrite,2007,0.0101
Belgium,Dissolved oxygen,2017,2.28
Belgium,Dissolved oxygen,2017,4.24
Belgium,Nitrite,2002,0.006
Spain,Nitrite,2009,0.03
Spain,Nitrite,2005,0.49
Spain,Nitrate,2007,9.25
Spain,Nitrate,2009,0.467
Spain,Nitrate,2012,0.5
Spain,Nitrate,2007,105.5
Spain,Nitrate,2012,11.0
Spain,Ammonium,2006,0.023
Spain,Ammonium,2007,0.023
Spain,Ammonium,2006,0.071
Spain,Nitrite,2011,0.023
Malta,Nitrite,2006,0.25
Malta,Nitrite,2006,0.25
Romania,Nitrite,2015,0.01724
Spain,Nitrite,2009,0.005
Spain,Nitrite,2010,0.143
Spain,Nitrite,2011,0.025
Hungary,Nitrate,2006,0.3968
Spain,Nitrate,2006,184.9
Spain,Nitrate,2006,1.15
Spain,Nitrate,2008,2.5
Netherlands,Nitrate,2002,0.66
Spain,Nitrate,2012,58.0
Lithuania,Ammonium,2004,0.8497
Spain,Ammonium,2003,0.025
Romania,Nitrite,2015,0.041
Spain,Dissolved oxygen,2012,5.4
Spain,Nitrite,2007,0.059
Spain,Nitrite,2008,0.01
Spain,Nitrite,2011,0.025
Spain,Nitrite,2007,0.005
Spain,Nitrate,2012,22.0
Spain,Nitrate,2003,7.175
Spain,Nitrate,2007,8.1
Spain,Nitrate,2012,122.88
Spain,Nitrate,2008,8.626
Spain,Nitrate,2008,3.18
Spain,Nitrate,2011,30.0
Spain,Nitrate,2011,34.0
Romania,Nitrate,2015,0.613428571428571
Belgium,Nitrate,2015,53.45
Belgium,Nitrate,2015,54.79
Malta,Nitrate,2007,69.58
Latvia,Nitrate,2004,0.2
Romania,Nitrate,2014,4.606
Romania,Nitrate,2015,6.08266666666667
Spain,Nitrate,2009,3.369
Spain,Nitrate,2003,3.688
Belgium,Nitrate,2004,13.873
Spain,Nitrate,2008,0.5
Spain,Nitrate,2004,138.55
Malta,Nitrate,2008,66.13
Hungary,Nitrite,2006,0.008
Romania,Dissolved oxygen,2015,1.86
Spain,Nitrite,2007,0.01
Belgium,Nitrate,2011,63.15
Belgium,Nitrate,2012,79.12
Spain,Nitrate,2011,61.0
Spain,Nitrate,2007,129.637
Spain,Nitrite,2012,0.27
Spain,Nitrite,2012,0.01
Spain,Nitrite,2010,0.005
Spain,Dissolved oxygen,2007,6.4
Spain,Nitrate,2012,11.0
Spain,Nitrate,2008,31.95
Belgium,Nitrate,2015,48.25
Belgium,Nitrate,2015,29.85
Spain,Nitrate,2005,6.8
Spain,Nitrate,2006,103.25
Spain,Nitrate,2010,5.57
Bulgaria,Dissolved oxygen,2003,3.557
Spain,Nitrite,2009,0.024
Spain,Nitrite,2009,0.025
Spain,Dissolved oxygen,2010,7.3
Belgium,Ammonium,2004,0.01
Spain,Ammonium,2008,0.283
Spain,Ammonium,2009,0.025
Spain,Ammonium,2008,0.025
Spain,Ammonium,2006,0.032
Spain,Ammonium,2012,0.05
Spain,Ammonium,2006,0.157
Spain,Ammonium,2003,0.482
Belgium,Ammonium,2011,0.55
Spain,Nitrate,2007,48.0
Spain,Nitrate,2010,0.1389
Spain,Nitrate,2003,2.8
Romania,Ammonium,2014,0.308
Romania,Ammonium,2015,0.987863636363636
Malta,Ammonium,2007,0.25
Netherlands,Ammonium,2009,1.98
