Country,Year,Average Oxygen Demand (mg/L),Average Oxidized Nitrogen (mg/L)
India,2013,11.532752848244622,1.6056543806154413
India,2014,12.337255752985726,1.8539570704312114
India,2015,14.05075532495904,2.151772337583254
India,2016,12.538998827323367,1.6266332278026905
India,2017,17.285226124305204,0.9678119518737673
India,2018,7.9898115720392555,0.824997737556561
India,2019,7.230244614526839,0.8426269938650307
India,2020,5.569269387755102,1.275441160567732
India,2021,9.31331397016638,2.165135569391444
Ireland,2013,2.604969696969697,0.4225486403891543
Ireland,2014,1.8854508196721311,0.4083400426498604
Ireland,2015,1.899769392033543,0.3385821173106455
Ireland,2016,1.2054662379421222,0.5358836663745177
Ireland,2017,1.368,0.3816079329146658
Ireland,2018,1.3022082018927446,0.4575857362792789
Ireland,2019,1.3130030959752323,0.5240031041135429
Ireland,2020,1.3282544378698224,0.42143681837399677
Ireland,2021,1.3059561128526647,0.4393362856064067
Italy,2015,9.782166752444674,28.321950183147095
Italy,2016,4.908333738158854,1.2502315783125937
Italy,2017,7.865120481927711,0.2593577965656566
Italy,2018,5.844549776286353,0.9532564778670081
Italy,2019,8.12968913857678,0.8353587818904209
Italy,2020,6.821724226804124,0.7332326778197158
Italy,2021,7.658316532258064,0.7589599129968628
Latvia,2013,1.18,0.2119885944075
Latvia,2014,1.845,0.3684728561495
Latvia,2015,1.9353333333333333,0.9056784920193334
Latvia,2016,3.661,0.3762793690381081
Latvia,2017,1.50875,0.3501569543901562
Latvia,2018,1.6295652173913042,0.2832179215277021
Latvia,2019,1.580909090909091,0.5191781552659455
Latvia,2020,2.1510000000000002,0.33938517608333335
Latvia,2021,1.8515000000000001,0.48207721018416666
Lithuania,2013,14.77328231292517,1.439478875088053
Lithuania,2014,14.270932203389831,1.494924455469298
Lithuania,2015,13.338366666666667,0.8175925635511262
Lithuania,2016,13.395086614173227,2.3251444654914506
Lithuania,2017,15.53540157480315,2.1909785185516477
Lithuania,2018,14.224267716535433,1.0678287202102388
Lithuania,2019,13.423070866141732,0.8338995819093701
Lithuania,2020,14.439447077409163,1.0175918376389521
Lithuania,2021,14.026687697160883,1.2893589533806686
Macedonia (the former Yugoslav Republic of),2013,3.669052605,2.167980780509978
Macedonia (the former Yugoslav Republic of),2014,3.6994999999999996,2.7919369103053433
Macedonia (the former Yugoslav Republic of),2015,3.107900552486188,0.5852059756343729
Macedonia (the former Yugoslav Republic of),2016,2.9660648148148145,0.5041252900232018
Macedonia (the former Yugoslav Republic of),2017,3.4014975845410627,0.6237331028809809
Macedonia (the former Yugoslav Republic of),2018,3.6793684210526316,0.8251581154276472
Macedonia (the former Yugoslav Republic of),2019,3.5987666666666667,0.5596827370083111
Macedonia (the former Yugoslav Republic of),2020,3.357640449438202,0.551454609173997
Macedonia (the former Yugoslav Republic of),2021,3.700095238095238,0.49518813803055245
Mexico,2012,63.57586358293839,0.6743543876445462
Mexico,2013,61.83564042684657,0.5587333015892272
Mexico,2014,60.616881684789206,0.5366792610490285
Mexico,2015,44.3872988431094,0.494051644146484
Mexico,2016,50.15228656420426,0.526293655011886
Mexico,2017,50.94130444804537,0.6385098871551781
Mexico,2018,49.14352775803374,0.7156688151054438
Mexico,2019,53.64428358034971,1.1350922040066778
Mexico,2020,31.93826205385097,0.9155270743200102
Mexico,2021,29.54148435434112,1.7684642520391518
Norway,1977,2.3000000000000003,0.0102
Norway,1978,2.187777777777778,0.013738461538461538
Norway,1979,5.2,0.01790909090909091
Norway,1980,5.023076923076923,0.034974789915966385
Norway,1981,4.2620588235294115,0.04695121951219512
Norway,1982,4.145666666666667,0.06544148936170213
Norway,1983,4.267878787878788,0.08420661157024793
Norway,1984,4.1725,0.09192307692307693
Norway,1985,9.2,0.15385714285714286
Norway,1986,1.55,0.09718232044198895
Norway,1987,2.0140000000000002,0.09528082191780822
Norway,1989,1.888,0.03735398230088496
Norway,1990,3.7975,0.04858904109589041
Norway,1991,4.656923076923077,0.05005676855895196
Norway,1992,2.5388888888888888,0.05869615384615384
Norway,1993,2.854375,0.04710407239819005
Norway,1994,3.3706666666666667,0.052120930232558135
Norway,1995,3.0541666666666667,0.05857518796992481
Norway,1996,2.6816666666666666,0.06052857142857143
Norway,1997,2.66,0.052623711340206186
Norway,1998,2.8333333333333335,0.05275257731958763
Norway,1999,2.1,0.04571491228070176
Norway,2016,7.7,0.05515865689959514
Norway,2017,3.6,0.04928417314418605
Poland,2013,5.316677115987461,4.561520610344827
Poland,2014,5.820295857988166,3.7153218928947367
Poland,2015,6.57483870967742,3.5580637874
Portugal,2010,3.0058823529411764,0.37972555302
Portugal,2011,2.4586956521739127,0.4310372682810811
Portugal,2012,1.449468085106383,0.5150414547819209
Portugal,2013,0.9755813953488373,0.6120598064339483
Portugal,2014,1.307843137254902,0.6466302363732558
Portugal,2015,1.1849056603773584,0.6251034281642511
Portugal,2016,3.0,0.5314350585666667
Portugal,2017,3.1375,0.40705723181
Portugal,2018,1.425,0.565103044
Portugal,2019,0.75,0.5893709527272727
Portugal,2020,0.6636363636363636,0.7054187500000001
Portugal,2021,1.0308333333333333,0.9179849333333333
Serbia,2000,2.836654804270463,1.1954109371927208
Serbia,2001,2.478308823529412,1.124731163608
Serbia,2002,2.579725085910653,1.2968106022378503
Serbia,2003,2.78932384341637,1.2710599062076768
Serbia,2013,5.397892888498683,0.96124373355
Serbia,2014,5.6976146788990825,0.8579834154545455
Serbia,2015,6.229465020576132,0.9132169303529412
Serbia,2016,4.2275816993464055,0.9790606466666666
Serbia,2017,4.466666666666667,0.9522832352657005
Serbia,2018,4.419363057324841,0.9733182171988795
Serbia,2019,4.538794871794871,1.0002750442816901
Serbia,2020,3.766370157819225,0.9933107020359282
Slovenia,1995,2.4833333333333334,1.6178333333333335
Slovenia,1996,2.536363636363636,1.5801818181818184
Slovenia,1997,3.1833333333333336,1.6761666666666668
Slovenia,1998,2.5500000000000003,1.518
Slovenia,1999,2.6863636363636365,1.504181818181818
Slovenia,2000,2.7875,1.4075833333333332
Slovenia,2001,2.77037037037037,1.3262222222222222
Slovenia,2002,3.0074074074074075,1.4192962962962963
Slovenia,2003,3.340740740740741,1.3807407407407408
Slovenia,2004,3.122448979591837,1.3056326530612246
Slovenia,2005,2.9562500000000003,1.4157916666666666
Slovenia,2006,1.2625,1.5464166666666666
Slovenia,2007,2.0357142857142856,1.2782307692307693
Slovenia,2008,1.301923076923077,1.228846153846154
Slovenia,2009,1.1615384615384614,1.251423076923077
Slovenia,2010,0.9857142857142858,1.1825892857142857
Slovenia,2011,1.0446428571428572,1.1706607142857144
Slovenia,2012,1.1125,1.1717499999999998
Slovenia,2013,1.0542857142857143,1.2395178571428571
Slovenia,2014,0.9160714285714285,1.0803571428571428
Slovenia,2015,1.0827586206896553,1.1015344827586206
Slovenia,2018,0.993103448275862,1.1898906175862067
Slovenia,2019,0.9400000000000001,1.2402236385454548
Slovenia,2020,2.6083333333333334,0.5486795996864865
Slovenia,2021,2.6545454545454543,0.552966720224138
Sweden,2015,10.761111111111111,0.6338194445185186
Sweden,2016,9.533038793103447,0.6491714690601675
Sweden,2017,10.728675352877309,0.6770192455735181
Sweden,2018,9.001899141630902,0.671971875
Sweden,2019,10.165069222577209,0.9223561670340815
Sweden,2020,10.440438871473354,0.8447379899497488
Sweden,2021,11.222685185185185,0.9423844587352626
United States of America (the),1979,2.109090909090909,0.807905610907184
United States of America (the),1980,2.3833333333333333,0.7732890353920889
United States of America (the),1981,2.626315789473684,0.9173026666666667
United States of America (the),1982,3.0300000000000002,0.8984945490584737
United States of America (the),1983,2.9125,1.0500611183355006
United States of America (the),1984,6.05,1.011041095890411
United States of America (the),1985,35.825,0.8123365527488856
United States of America (the),1986,24.333333333333332,0.6800328657314629
United States of America (the),1987,15.17142857142857,0.7293370786516854
United States of America (the),1988,26.522727272727273,1.2262286785379568
United States of America (the),1989,19.73913043478261,1.340856762158561
United States of America (the),1990,21.58139534883721,1.4462233070866142
United States of America (the),1991,16.772727272727273,1.079747000195427
United States of America (the),1992,19.73913043478261,1.3715022136669874
United States of America (the),1993,25.675,1.0137847209680333
United States of America (the),1994,14.215151515151517,1.0023262207632335
United States of America (the),1995,12.959259259259259,1.1701853741496597
United States of America (the),1996,23.142857142857142,0.870036052631579
United States of America (the),1997,14.666666666666666,0.9552486652977412
United States of America (the),1998,15.142857142857142,1.1514085834780452
United States of America (the),1999,14.625,1.000880927067829
United States of America (the),2000,15.555555555555555,0.8489796107506951
United States of America (the),2001,10.125,0.9926540346907995
United States of America (the),2002,9.5,0.9600694425901202
United States of America (the),2003,14.375,0.9476689203173507
United States of America (the),2004,11.166666666666666,0.9360432282371605
United States of America (the),2005,16.666666666666668,0.8004102812803103
Uruguay,2003,3.6077777777777778,1.1195847457627117
Uruguay,2007,2.4,0.5562118959107807
Uruguay,2008,2.8000000000000003,0.5741226765799257
Uruguay,2009,3.85625,1.0180062567567567
Uruguay,2010,1.1428571428571428,0.1747017543859649
Uruguay,2011,2.75,0.3151553398058252
Uruguay,2012,2.669147286821705,0.3136258152173913
Uruguay,2013,60.43821052631579,0.24698165137614678
Uruguay,2014,7.471158301158301,0.2053793880837359
Uruguay,2015,6.908759124087592,0.42001368760064417
Uruguay,2016,6.625877192982457,0.4873419972640219
Uruguay,2017,6.270354609929078,0.5411356521739131
Uruguay,2018,5.557230046948357,0.42352941176470593
Uruguay,2019,6.568865546218488,0.28055714285714284
Uruguay,2020,5.817242990654206,0.3460952671755725
Uruguay,2021,8.024545454545455,0.3644077363896848
Uruguay,2022,7.0,0.29176
Uruguay,2023,9.09442857142857,0.5483135338345865
